product_name,price_old [PLN],price_netto [PLN],new_price [PLN],package_weight [KG]
Kawa ziarnista Gima Zaffiro Decaffeinato,65.99,37.5523,46.19,0.5
Kawa ziarnista Gima Zaffiro Decaffeinato,119.99,68.2823,83.99,1.0
Kawa ziarnista Gima Ambra,46.99,26.7423,32.89,0.5
Kawa ziarnista Gima Rubino,25.99,14.7923,18.19,0.25
Kawa ziarnista Gima Rubino,48.99,27.8823,34.29,0.5
Kawa ziarnista Etno Cafe Z Najlepszymi Życzeniami,34.99,22.7623,27.99,0.25
Kawa ziarnista Etno Cafe Dziękuję,29.0,18.8623,23.2,0.25
Kawa ziarnista Etno Cafe Indonesia Mandheling,39.0,25.3723,31.2,0.25
Kawa ziarnista Etno Cafe Guatemala Huehuetenango,37.0,24.0723,29.6,0.25
Kawa ziarnista Bazzara Espresso Brazil Yellow Bourbon,169.99,114.7123,141.09,1.0
Kawa ziarnista Bazzara Espresso India Monsooned Malabar,127.99,86.3723,106.23,1.0
Kapsułki Lavazza BLUE Decaffeinato 100szt,163.0,117.8923,145.0,
Kapsułki Lavazza BLUE Amabile 100szt,163.0,117.8923,145.0,
Kapsułki Lavazza BLUE Rotondo 100szt,163.0,117.8923,145.0,
Kapsułki Lavazza BLUE Tierra 100szt,163.0,117.8923,145.0,
Kawa ziarnista Musetti Rossa,129.99,89.8323,110.49,1.0
Kawa ziarnista Musetti Crearoma,74.99,51.8223,63.74,1.0
Kawa ziarnista Musetti Coffee Break,90.99,62.8823,77.34,1.0
Kawa ziarnista Musetti Famiglia Al Arabia,124.99,86.3723,106.24,1.0
Kawa ziarnista Musetti 100% Arabica,123.99,85.6823,105.39,1.0
Kawa ziarnista Musetti Cremissimo,131.99,91.2123,112.19,1.0
Kawa ziarnista Musetti Evoluzione CSC,146.99,101.5823,124.94,1.0
Kawa mielona Lavazza Qualita Oro Mountain Grown,27.49,19.0023,23.37,0.25
Kawa ziarnista Lavazza Qualita Oro Mountain Grown,29.99,20.7223,25.49,0.25
Kawa ziarnista Lavazza Qualita Rossa,49.99,34.5423,42.49,0.5
Kawa ziarnista Lavazza Qualita Oro,55.99,38.6923,47.59,0.5
Kawa ziarnista Lavazza Espresso Italiano,48.99,33.8523,41.64,0.5
Kawa mielona Lavazza Crema e Gusto  puszka,25.99,17.9623,22.09,0.25
Kawa ziarnista Lavazza Qualita Rossa,27.49,19.0023,23.37,0.25
ZESTAW - Kawa ziarnista La Brasiliana Marfisa 6x,512.1,353.9023,435.3,1.0
Kawa ziarnista Lavazza Tierra Brazil Espresso,122.99,84.9923,104.54,1.0
Kawa ziarnista Java Decaf Kolumbia Cauca FILTR,48.0,32.3923,39.84,0.25
Kawa mielona Cellini Premium Moka,44.99,32.9223,40.49,0.25
Kawa mielona Cellini Premium Espresso,44.99,32.9223,40.49,0.25
Kawa mielona Cellini Prestigio,35.99,26.3323,32.39,0.25
Kawa mielona Cellini Crema e Aroma,33.99,24.8723,30.59,0.25
Kawa mielona Cellini Classico,33.99,24.8723,30.59,0.25
Kawa ziarnista Cellini Classico,97.99,71.7023,88.19,1.0
Kawa ziarnista Cellini Crema Speciale,104.99,76.8223,94.49,1.0
Kawa ziarnista Cellini Fino,95.99,70.2423,86.39,1.0
Kawa ziarnista Cellini Crema e Aroma,55.0,40.2423,49.5,0.5
Kawa ziarnista Cellini Crema e Aroma,103.99,76.0923,93.59,1.0
Kawa ziarnista Cellini Prestigio,63.99,46.8223,57.59,0.5
Kawa ziarnista Cellini Prestigio,124.99,91.4623,112.49,1.0
Kawa ziarnista Trismoka Caffe Italia,91.99,59.8323,73.59,1.0
Kawa ziarnista Trismoka Caffe Degustazione,109.99,71.5423,87.99,1.0
Kawa ziarnista Trismoka Caffe Gourmet 100,125.99,81.9423,100.79,1.0
Kawa ziarnista Cornella Coffee Service Market Grade Balance 50,80.99,55.9723,68.84,1.0
Kawa ziarnista Cornella Coffee Service Market Grade 56,78.99,54.5923,67.14,1.0
Kawa ziarnista Cornella Espresso Market Grade 80,103.99,71.8623,88.39,1.0
Kawa ziarnista Cornella Barista PRO Premium Grade 90,106.99,73.9323,90.94,1.0
Kawa ziarnista JAVA Kongo Umoja Wetu FILTR,38.0,25.6423,31.54,0.25
Kawa mielona Juan Valdez Single Origin Sierra Nevada,49.99,33.3323,40.99,0.283
Kawa mielona Juan Valdez Premium Cumbre,44.99,29.9923,36.89,0.25
Kawa mielona Juan Valdez Premium Volcan,44.99,29.9923,36.89,0.25
Kawa mielona Juan Valdez Premium Colina,44.99,29.9923,36.89,0.25
Kapsułki do Nespresso Belmio Driving you Hazel'nuts  10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Chocolate Therapy 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Arabic Cardamom 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Caramel Caramba 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Viva La Vanilla 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Colombia 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Lungo Fortissimo 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Lungo Delicato 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Espresso Decaffeinato 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Espresso Dark Roast 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Espresso Ristretto 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Nespresso Belmio Espresso Fortissimo 10 sztuk,16.99,9.6723,11.89,
Kapsułki do Dolce Gusto zamienniki Belmio Caramel Macchiato 16 sztuk,21.99,12.5123,15.39,
Kapsułki do Dolce Gusto zamienniki Belmio Lungo Fortissimo 16 sztuk,21.99,12.5123,15.39,
Kapsułki do Dolce Gusto zamienniki  Belmio Latte Macchiato 16 sztuk,21.99,12.5123,15.39,
Kapsułki do Dolce Gusto zamienniki Belmio Cappuccino 16 sztuk,21.99,12.5123,15.39,
Kapsułki do Dolce Gusto zamienniki Belmio Café au Lait 16 sztuk,21.99,12.5123,15.39,
Kawa ziarnista SMK Mieszanka Mocna,79.0,48.1723,59.25,1.0
Kawa ziarnista SMK Mieszanka Średnia,89.0,54.2723,66.75,1.0
Kawa ziarnista SMK Mieszanka Subtelna,65.0,39.6323,48.75,1.0
Kawa ziarnista SMK Mieszanka Delikatna,70.0,42.6823,52.5,1.0
Kawa ziarnista SMK Mieszanka Mocna,26.0,15.8523,19.5,0.225
Kawa ziarnista SMK Mieszanka Średnia,29.0,17.6823,21.75,0.225
Kawa ziarnista SMK Mieszanka Łagodna,29.0,17.6823,21.75,0.225
Kawa ziarnista SMK Mieszanka Subtelna,30.0,18.2923,22.5,0.225
Kawa ziarnista SMK Mieszanka Delikatna,32.0,19.5123,24.0,0.225
Kawa mielona SMK Mieszanka Mocna,30.0,18.2923,22.5,0.25
Kawa mielona SMK Mieszanka Średnia,33.0,20.1223,24.75,0.25
Kawa mielona SMK Mieszanka Łagodna,33.0,20.1223,24.75,0.25
Kawa mielona SMK Mieszanka Subtelna,34.0,20.7323,25.5,0.25
Kawa ziarnista Hard Beans Peru Cajamarca SHB+,129.0,89.1523,109.65,1.0
Kawa ziarnista Hard Beans Coffee Roasters Gorilla Blend,41.0,28.3323,34.85,0.25
Kawa ziarnista Hard Beans Toucan Blend,114.0,78.7823,96.9,1.0
Kapsułki Zicaffe Gustobar Corposo do A Modo Mio 10 szt,15.99,10.4023,12.79,
Kapsułki Zicaffe Gustobar Armonioso do A Modo Mio 10 szt,15.99,10.4023,12.79,
Kapsułki Zicaffe Gustobar Equilibrato do A Modo Mio 10 szt,15.99,10.4023,12.79,
Kapsułki do Nespresso Zicaffe Nerosapore Intenso - 10 sztuk,15.99,10.4023,12.79,
Kapsułki do Nespresso Zicaffe Nerosapore Delizioso - 10 sztuk,15.99,10.4023,12.79,
Kapsułki do Nespresso Zicaffe Nerosapore Amabile - 10 sztuk,15.99,10.4023,12.79,
Kawa mielona ZIDEC Decaffeinato bezkofeinowa,20.99,13.6523,16.79,0.25
Kawa ziarnista Coffee Journey Pink Blend,35.0,21.3423,26.25,0.25
Kawa ziarnista Coffee Journey Pink Blend,125.0,76.2223,93.75,1.0
Kawa ziarnista Coffee Journey Black Blend,33.0,20.1223,24.75,0.25
Kawa ziarnista Coffee Journey Black Blend,120.0,73.1723,90.0,1.0
Kawa ziarnista Coffee Journey White Blend,32.0,19.5123,24.0,0.25
Kawa ziarnista Coffee Journey White Blend,115.0,70.1223,86.25,1.0
Kawa ziarnista Coffee Journey Yellow Blend,31.0,18.9023,23.25,0.25
Kawa ziarnista Coffee Journey Yellow Blend,112.0,68.2923,84.0,1.0
Kawa mielona Zicaffe Antico Aroma,26.99,17.5523,21.59,0.25
Kawa mielona Zicaffe Dolce,14.99,9.7523,11.99,0.25
Kawa mielona Zicaffe Aromatica,21.99,14.3023,17.59,0.25
Kawa ziarnista Zicaffe Linea Espresso,21.99,14.3023,17.59,0.25
Kawa ziarnista Zicaffe Linea Espresso,74.99,48.7723,59.99,1.0
Kawa ziarnista Zicaffe Supercrema La Crema in Tazza,99.99,65.0323,79.99,1.0
Kawa ziarnista Zicaffe Crema in Tazza Doux,99.99,65.0323,79.99,1.0
Kawa ziarnista Zicaffe Black of Italy 100% Arabica,126.99,82.5923,101.59,1.0
Kawa ziarnista HAYB Brazil Cerrado Patrocinio,109.0,63.8023,78.48,1.0
Kawa ziarnista HAYB Brazil Cerrado Patrocinio,31.0,18.1523,22.32,0.25
Kawa ziarnista Etno Cafe Yellow Bourbon,37.0,24.0723,29.6,0.25
Kawa ziarnista Etno Cafe Yellow Bourbon,129.0,83.9023,103.2,1.0
Kawa ziarnista Etno Cafe Colombia Medellin,32.0,20.8123,25.6,0.25
Kawa ziarnista HAYB Yellow Espresso Blend,34.0,19.9023,24.48,0.25
Kawa ziarnista Coffeelab Brazil Santos,27.0,18.6623,22.95,0.25
Kawa ziarnista HAYB Black Espresso Blend,28.0,16.3923,20.16,0.25
Kawa ziarnista HAYB Black Espresso Blend,99.0,57.9523,71.28,1.0
Kawa ziarnista HAYB Blue Espresso Blend,36.0,21.0723,25.92,0.25
Kawa ziarnista HAYB Blue Espresso Blend,125.0,73.1723,90.0,1.0
Kawa ziarnista Hausbrandt Gourmet,134.99,93.2823,114.74,1.0
Kawa ziarnista Zicaffe Professional Bar,105.99,68.9323,84.79,1.0
ZESTAW 6x Kawa ziarnista Bazzara GranCappuccino,740.94,500.0023,615.0,1.0
ZESTAW 6x Kawa ziarnista Bazzara DODICIGRANCRU,940.44,634.5923,780.54,1.0
ZESTAW 6x Kawa ziarnista Bazzara PIACEREPURO,854.94,576.9323,709.62,1.0
ZESTAW 6x Kawa ziarnista Bazzara AROMAMORE,758.04,511.5123,629.16,1.0
ZESTAW 6x Kawa ziarnista Bazzara DOLCEVIVACE,569.94,384.5923,473.04,1.0
Kawa ziarnista Bazzara Espresso Santo Domingo Washed AA,169.99,114.7123,141.09,1.0
Kawa ziarnista Coffeelab Brazil Santos,100.0,69.1123,85.0,1.0
Kawa ziarnista Coffeelab Brazil Igarape Rainforest,31.0,21.4223,26.35,0.25
Kawa ziarnista Coffeelab Brazil Igarape Rainforest,115.0,79.4723,97.75,1.0
Kawa ziarnista Coffeelab Brazil Yellow Bourbon Fazenda Rainha,31.0,21.4223,26.35,0.25
Kawa ziarnista Coffeelab Brazil Yellow Bourbon Fazenda Rainha,115.0,79.4723,97.75,1.0
Kawa ziarnista HAYB Sie Przelewa Kwiat,165.0,96.5923,118.8,1.0
Kawa ziarnista HAYB Sie Przelewa Kwiat,45.0,26.3423,32.4,0.25
Kawa ziarnista HAYB Sie Przelewa Owoc,165.0,96.5923,118.8,1.0
Kawa ziarnista HAYB Sie Przelewa Owoc,45.0,26.3423,32.4,0.25
Kawa ziarnista Caffe Grano Santos ESPRESSO,28.0,19.3523,23.8,0.25
Kawa ziarnista Caffe Grano Brazylia Santos FILTR,28.0,19.3523,23.8,0.25
Kawa ziarnista Caffe Grano India Malabar Monsooned AA,37.0,25.5723,31.45,0.25
Kawa ziarnista Caffe Grano Brazylia Cerrado Chapadao de Ferro,33.0,22.8023,28.05,0.25
Kawa ziarnista Caffe Grano Rio,119.0,82.2423,101.15,1.0
Kawa ziarnista Caffe Grano Bari,119.0,82.2423,101.15,1.0
Kawa ziarnista Caffe Grano Como,99.0,68.4123,84.15,1.0
Kawa ziarnista Etno Cafe Fusion,39.0,25.3723,31.2,0.25
Kawa ziarnista Etno Cafe Fusion,139.0,90.4123,111.2,1.0
Kawa ziarnista Etno Cafe Abyssinian Highland,32.0,20.8123,25.6,0.25
Kawa ziarnista Etno Cafe Yirgacheffe,139.0,90.4123,111.2,1.0
Kawa ziarnista Caffe Grano Como,54.99,38.0023,46.74,0.5
Kawa ziarnista Caffe Grano Roma,99.0,68.4123,84.15,1.0
Kawa ziarnista Caffe Grano Roma,54.99,38.0023,46.74,0.5
Kawa ziarnista Lavazza Expert Crema Ricca,99.99,69.1023,84.99,1.0
Kawa ziarnista Lavazza Expert Tierra Bio Organic Espresso Intenso,89.99,62.1923,76.49,1.0
Kawa w kapsułkach Costa Coffee Lungo Signature Blend kompatybilne z ekspresami Nespresso®* - 10 szt.,21.49,14.6323,17.99,
Kawa w kapsułkach Costa Coffee Espresso Signature Blend kompatybilne z ekspresami Nespresso®* - 10 szt.,21.49,14.6323,17.99,
Kawa w kapsułkach Costa Coffee The Bright Blend kompatybilne z ekspresami Nespresso®* - 10 szt.,21.49,14.6323,17.99,
Kawa w kapsułkach Costa Coffee The Colombian Roast kompatybilne z ekspresami Nespresso®* - 10 szt.,21.49,14.6323,17.99,
Kawa w kapsułkach Costa Coffee The Lively Blend kompatybilne z ekspresami Nespresso®* - 10 szt.,21.49,14.6323,17.99,
Kawa ziarnista Mott Coffee Tarrazu Red Honey,39.99,26.0123,31.99,0.25
Kawa ziarnista Mott Coffee Coto Brus White Honey,33.99,22.1123,27.19,0.25
Kawa ziarnista Mott Coffee Coto Brus Red Honey,35.99,23.4123,28.79,0.25
Kawa ziarnista Lavazza Expert Gusto Pieno,69.99,48.3723,59.49,1.0
Kawa ziarnista Lavazza Expert Crema e Aroma,79.99,55.2823,67.99,1.0
Kawa ziarnista Lavazza Expert Crema Classica,79.99,55.2823,67.99,1.0
Kawa ziarnista Lavazza Expert Aroma Piu,89.99,62.1923,76.49,1.0
Kawa ziarnista Lavazza Expert Aroma Top,86.99,60.1123,73.94,1.0
Kawa ziarnista Etno Cafe Intercontinental,32.0,20.8123,25.6,0.25
Kawa ziarnista Etno Cafe Italian Roast,32.0,20.8123,25.6,0.25
Kawa ziarnista Etno Cafe Italian Roast,115.0,74.8023,92.0,1.0
Kawa ziarnista Etno Cafe Djimmah,115.0,74.8023,92.0,1.0
Kawa mielona Caffe del Faro Espresso Italiano,32.99,22.8023,28.04,0.25
Kawa mielona Caffe del Faro Gold Extra Bar,37.99,26.2523,32.29,0.25
Kawa mielona Caffe del Faro Suprema 100% Arabica,37.99,26.2523,32.29,0.25
Kawa ziarnista Caffe del Faro Gold Extra Bar,40.99,28.3323,34.84,0.25
Kawa ziarnista Hausbrandt Trieste,59.99,41.4623,50.99,0.5
Kawa ziarnista Etno Cafe Abyssinian Highland,115.0,74.8023,92.0,1.0
Kawa ziarnista Etno Cafe Intercontinental,115.0,74.8023,92.0,1.0
Kawa ziarnista Etno Cafe Djimmah,32.0,20.8123,25.6,0.25
Kawa ziarnista Etno Cafe Yirgacheffe,39.0,25.3723,31.2,0.25
Kawa mielona Diemme Caffe Lungo,40.99,28.3323,34.84,0.25
Kapsułki Lavazza BLUE Caffe Crema Lungo 100szt,163.0,121.8723,149.9,
Kapsułki Lavazza BLUE Espresso Ricco 100szt,163.0,117.8923,145.0,
Kawa ziarnista Diemme Aromatica,55.99,38.6923,47.59,0.5
Kawa ziarnista Bristot Buongusto,91.99,59.8323,73.59,1.0
Kawa ziarnista Bristot Rainforest,104.99,68.2823,83.99,1.0
Kawa mielona Diemme Maranello,39.99,27.6323,33.99,0.25
Kawa mielona Diemme Blu,36.99,25.5623,31.44,0.25
Kawa ziarnista Diemme Blu,34.99,24.1823,29.74,0.2
Kawa ziarnista Diemme Blu,62.99,43.5323,53.54,0.5
Kawa ziarnista Diemme Oro,35.99,24.8723,30.59,0.2
Kawa ziarnista Diemme Maranello GRAND PRIX,113.99,78.7723,96.89,1.0
Kawa ziarnista Lucaffe Mr. Exclusive,42.99,29.7123,36.54,0.25
Kawa mielona Lucaffe Classic,37.99,26.2523,32.29,0.25
Kawa ziarnista Lucaffe Piccolo & Dolce,99.99,69.1023,84.99,1.0
Kawa ziarnista illy Intenso,34.99,24.3823,29.99,0.25
Kawa ziarnista Pellini Espresso Bar Vivace,69.99,51.2123,62.99,1.0
Kawa ziarnista Zicaffe il Tuo Caffe,58.99,38.3723,47.19,1.0
Kawa ziarnista Diemme Maranello,119.99,82.9223,101.99,1.0
Kawa ziarnista Bazzara Espresso Salvador Pacamara,154.99,104.5923,128.64,1.0
Kawa mielona Lavazza Suerte,17.99,12.4323,15.29,0.25
Kawa mielona illy MOKA Classico,34.99,24.3823,29.99,0.25
Kawa ziarnista Bazzara Espresso Costarica Tarrazu SHB,164.99,111.3323,136.94,1.0
Kawa ziarnista Bazzara Espresso Colombia Supremo,154.99,104.5923,128.64,1.0
Kawa ziarnista Bazzara Espresso Nicaragua Matagalpa,159.99,107.9623,132.79,1.0
Kawa ziarnista Bazzara Espresso Ethiopia Washed Sidamo,159.99,107.9623,132.79,1.0
Kawa ziarnista Bazzara Espresso Guatemala Washed SHB,159.99,107.9623,132.79,1.0
Kawa ziarnista Hausbrandt Gourmet,64.19,44.3623,54.56,0.5
Kawa ziarnista Hausbrandt Espresso,49.99,34.5423,42.49,0.5
Kawa ziarnista Hausbrandt Academia,129.99,89.8323,110.49,1.0
Kawa ziarnista Hausbrandt Espresso,99.99,69.1023,84.99,1.0
Kawa ziarnista La Brasiliana Rosso Extra,79.99,55.2823,67.99,1.0
Kawa ziarnista Kimbo Espresso Bar Extra Cream,73.99,48.7723,59.99,1.0
Kawa ziarnista Lucaffe Classic,109.99,76.0123,93.49,1.0
Kawa ziarnista Lucaffe Espresso Bar,99.99,69.1023,84.99,1.0
Kawa ziarnista Lucaffe Mr. Exclusive,139.99,96.7423,118.99,1.0
Kawa ziarnista Lucaffe Mamma Lucia,87.99,60.8023,74.79,1.0
Kawa ziarnista Diemme Aromatica,116.99,80.8523,99.44,1.0
Kawa ziarnista Zicaffe Grand Invito,58.99,38.3723,47.19,1.0
Kawa ziarnista Zicaffe Antico Aroma,28.99,18.8523,23.19,0.25
Kawa ziarnista Lavazza Espresso Italiano,26.99,18.6523,22.94,0.25
Kawa Ziarnista Zicaffe Crema in Tazza Superiore,102.99,66.9823,82.39,1.0
Kawa ziarnista Lavazza Espresso Barista Gran Crema  + GRATIS Espresso Barista Perfetto 100g,92.99,64.2623,79.04,1.0
Kawa ziarnista Lavazza Espresso Barista Perfetto  + GRATIS Espresso Barista Perfetto 100g,92.99,64.2623,79.04,1.0
Kapsułki Lavazza BLUE Espresso Delicato Lungo 100szt,163.0,117.8923,145.0,
Kapsułki Lavazza BLUE Espresso Dolce 100szt,163.0,117.8923,145.0,
Kapsułki Lavazza BLUE Espresso Intenso 100szt,163.0,117.8923,145.0,
Kawa Zicaffe Linea Bruna,81.99,53.3323,65.59,1.0
Kawa Zicaffe Cinquantenario,110.99,72.1923,88.79,1.0
Kawa Zicaffe Antico Aroma,105.99,68.9323,84.79,1.0
Kawa ziarnista COFFEE PLANT FLOW Juicy Fruit,129.0,73.4123,90.3,0.8
Kawa ziarnista Brasiliana 100% Arabica,119.99,80.9723,99.59,1.0
Kawa ziarnista illy Arabica Selection Guatemala,34.99,24.3823,29.99,0.25
Kawa ziarnista illy Arabica Selection Brazil Cerrado Mineiro,34.99,24.3823,29.99,0.25
Kawa ziarnista illy Arabica Selection Ethiopia,34.99,24.3823,29.99,0.25
Kawa ziarnista BeMyBean Sunny Brew,164.0,97.3323,119.72,1.0
Kawa ziarnista Lavazza Espresso Italiano,83.99,58.0423,71.39,1.0
Kawa ziarnista COFFEE PLANT FLOW Brownie,37.0,21.0623,25.9,0.25
Kawa ziarnista COFFEE PLANT FLOW Brownie,105.0,59.7623,73.5,0.8
Kawa ziarnista COFFEE PLANT FLOW Juicy Fruit,42.0,23.9023,29.4,0.25
Kawa ziarnista Roastains Kolumbia Flying Buddy ESPRESSO,42.0,23.9023,29.4,0.25
Kawa ziarnista BeMyBean Sunny Brew,46.0,27.3023,33.58,0.25
Kawa ziarnista Coffeelab Burundi Hafi,115.0,79.4723,97.75,1.0
Kawa ziarnista Coffeelab Burundi Hafi,31.0,21.4223,26.35,0.25
Kawa ziarnista Zao Coffee Espresso Go Nuts,125.0,71.1423,87.5,1.0
Kawa ziarnista Zao Coffee Espresso Go Nuts,45.0,25.6123,31.5,0.25
Kawa ziarnista Lavazza Tales of Italy TRASTEVERE Roma,121.99,84.3023,103.69,1.0
Kawa ziarnista La Brasiliana Marfisa,87.99,60.8023,74.79,1.0
Kapsułki Lavazza Espresso Point Crema&Aroma Gran Espresso 100szt,163.0,113.0123,139.0,
Kapsułki Lavazza Espresso Point Crema&Aroma Gran Caffe 100szt,163.0,113.0123,139.0,
Kapsułki Lavazza Espresso Point Crema&Aroma Espresso 100szt,163.0,113.0123,139.0,
Cold Brew Ingagi Coffee Kostaryka 250 ml,12.0,6.8323,8.4,
Kapsułki do Nespresso STARBUCKS® Single Origin Colombia 3x10 szt.,69.98,48.2723,59.37,
Kapsułki do Nespresso STARBUCKS® Single Origin Colombia 10 szt.,25.99,16.2523,19.99,
Kapsułki do Nespresso* Lavazza Espresso Maestro Ristretto - 10 sztuk,17.99,12.4323,15.29,
Kapsułki do Nespresso* Lavazza Espresso Maestro Lungo - 10 sztuk,17.99,12.4323,15.29,
Kapsułki do Nespresso* Lavazza Espresso Maestro Dek - 10 sztuk,17.99,12.4323,15.29,
Kapsułki do Nespresso* Lavazza Espresso Maestro Classico - 10 sztuk,17.99,12.4323,15.29,
Kawa ziarnista Roastains Robusta Uganda ESPRESSO,32.0,18.2123,22.4,0.25
Kawa ziarnista Roastains Gwatemala Mi Loco FILTR,58.0,33.0123,40.6,0.25
Kawa ziarnista Kafar Gwatemala Acatenango,34.0,20.7323,25.5,0.25
Kawa ziarnista La Brasiliana Marfisa,27.49,19.0023,23.37,0.25
Kawa ziarnista Java Espresso Blend 001,38.0,25.6423,31.54,0.25
Kawa ziarnista Java Espresso Blend 002,38.0,25.6423,31.54,0.25
Kawa ziarnista Bristot Classico,54.99,35.7623,43.99,1.0
Lucaffe Mamma Lucia - saszetki ESE 150 sztuk,154.99,107.1123,131.74,
Kawa Lucaffe Classic - saszetki ESE 150 sztuk,174.99,120.9323,148.74,
Kawa Lucaffe Exquisit - saszetki ESE 150 sztuk,177.99,123.0023,151.29,
Kawa Lucaffe Mr. Exclusive - saszetki ESE 150 sztuk,204.99,141.6623,174.24,
Kawa ziarnista Lavazza Tales of Italy CANAL GRANDE,121.99,84.3023,103.69,1.0
Kawa ziarnista Lavazza Tales of Italy GALLERIA Milano,121.99,84.3023,103.69,1.0
Zestaw Siedmiu Wspaniałych Wysocki Coffee - Kawa mielona 21x,59.99,36.5823,44.99,0.012
Kawa ziarnista Wysocki Coffee Kostaryka Hacienda Sonora Milenio 10x,50.99,31.0923,38.24,0.018
Kawa ziarnista Wysocki Coffee Rwanda Muhondo 10x,42.99,26.2123,32.24,0.018
Kawa ziarnista HAYB Konesso Letnie Espresso,42.99,25.1623,30.95,0.25
Kawa ziarnista HAYB Konesso Letnie Espresso,139.99,81.9423,100.79,1.0
Kapsułki Lavazza Espresso Point Aroma Point Espresso 100szt,165.0,113.0123,139.0,
Kapsułki Lavazza Espresso Point Aroma Club Gran Espresso 100szt,169.0,113.0123,139.0,
Kapsułki Lavazza Espresso Point Aroma Club Espresso 100szt,169.0,113.0123,139.0,
Kawa mielona Lavazza Qualita Oro  - puszka,31.49,21.7623,26.77,0.25
Kawa ziarnista SMK Mieszanka Łagodna,89.0,54.2723,66.75,1.0
Cold Brew Ingagi Coffee Salwador 250 ml,12.0,6.8323,8.4,
Cold Brew Ingagi Coffee Kolumbia 250 ml,12.0,6.8323,8.4,
Cold Brew Ingagi Coffee Honduras 250 ml,12.0,6.8323,8.4,
Cold Brew Ingagi Coffee Ostre Mango Pomarańcza 250 ml,12.0,6.8323,8.4,
Cold Brew Ingagi Coffee Mirabelka Marakuja 250 ml,12.0,6.8323,8.4,
Kawa ziarnista Kafar Gwatemala Acatenango,145.0,88.4123,108.75,1.0
ZESTAW -  Kawa ziarnrista Tom Caffe 4x + Filiżanka do espresso,125.49,76.7423,94.39,0.25
Kawa ziarnista YoCo Colombia Casttillo Peach,98.0,59.7623,73.5,0.25
Kawa ziarnista Ingagi Coffee Decaf Organic Mexico Swiss Water  - Bezkofeinowa,41.99,23.8923,29.39,0.25
Kawa ziarnista Caffè Corsini Crema,56.99,37.0723,45.59,0.5
Kawa ziarnista HAYB Costa Rica Hacienda Sonora,75.0,43.9023,54.0,0.25
Kawa ziarnista LaCava Colombia El Rubi Filtr,269.0,153.0923,188.3,1.0
Cold Brew Ingagi Coffee Kokos Słony Karmel 250 ml,12.0,6.8323,8.4,
Cold Brew Ingagi Coffee Kenia 250 ml,12.0,6.8323,8.4,
Cold Brew Ingagi Coffee Etiopia 250 ml,12.0,6.8323,8.4,
Cold Brew Ingagi Coffee Brazylia 250 ml,12.0,6.8323,8.4,
Kawa ziarnista Ingagi Coffee Cuba Caracolillo Special Omniroast,41.99,23.8923,29.39,0.25
Kawa ziarnista LaCava Spring Espresso Shot,45.0,25.6123,31.5,0.25
Drip-Bagi YoCo Coffee Colombia Strawberry 20x,110.0,67.0723,82.5,0.012
Drip-Bagi YoCo Coffee Colombia Grapefruit Vermouth 20x,89.0,54.2723,66.75,0.012
Drip-Bagi YoCo Coffee Mix Box Monosort 5x,23.0,14.0223,17.25,0.012
Kawa ziarnista YoCo Coffee Guatemala Nueva Oriente Filtr,62.0,37.8023,46.5,0.25
Drip-Bagi YoCo Coffee Colombia Monteblanco 5x,31.0,18.9023,23.25,0.012
Kawa ziarnista JAVA Brazylia Santa Clara Filtr,57.5,38.8023,47.73,0.25
Kawa ziarnista Kafar Rwanda Muhondo Honey,65.0,39.6323,48.75,0.25
Kawa ziarnista Coffee Grange Brasil Fazenda Sitio Nossa Senhora Aparecida – Fine Robusta,52.0,27.4823,33.8,0.25
Kawa ziarnista Coffee Grange Guatemala San Pedro La Laguna Washed,58.0,30.6523,37.7,0.25
Kawa ziarnista LaCava Colombia El Rubi Filtr,79.0,44.9623,55.3,0.25
Kawa ziarnista Coffeelab BREWLAB FRUITY,84.0,58.0523,71.4,0.5
Kawa ziarnista Coffeelab BREWLAB CANDY,84.0,58.0523,71.4,0.5
Kapsułki Tassimo Jacobs Cappuccino Choco 8 szt.,24.99,18.2823,22.49,
Kawa mielona Lavazza Dek Intenso Bezkofeinowa,15.99,11.0523,13.59,0.25
Kawa ziarnista Java El Salvador El Cocal,75.0,50.6123,62.25,0.25
Kawa ziarnista Java Meksyk El Jaguar  FILTR,58.0,39.1423,48.14,0.25
Drip-Bagi YoCo Coffee Mix Box Monosort 20x,71.0,43.2923,53.25,0.012
Kawa ziarnista Momento BRRR… Kolumbia Zimowe Espresso,45.0,25.6123,31.5,0.25
Kawa ziarnista Coffeelab BREWLAB FLORAL,84.0,58.0523,71.4,0.5
