product_name,price_old [PLN],price_netto [PLN],new_price [PLN],package_weight [KG]
Kawa ziarnista Paloma Gwatemala Tata Nahual,153.0,83.3423,102.51,1.0
Kawa ziarnista Paloma Etiopia Shonora,153.0,83.3423,102.51,1.0
Kawa ziarnista Paloma Omni Blend Best Time Vol.2,160.0,87.1523,107.2,1.0
Kawa ziarnista La Paloma Blend,140.0,76.2623,93.8,1.0
Kawa ziarnista Harvest Brazylia Cerrado,34.0,23.5023,28.9,0.25
ZESTAW - HAYB Konesso Filter Blend  + Hario V60 Craft Coffee Maker,88.33,69.7723,85.82,0.25
Kawa ziarnista MK Cafe Fresh Supreme Strength,74.99,53.6523,65.99,1.0
Kawa ziarnista MK Cafe Fresh Mexico Origin,84.99,65.0323,79.99,1.0
Kawa ziarnista MK Cafe Fresh Brazil Cemorrado Honey,99.99,71.5423,87.99,1.0
Kawa ziarnista MK Fresh Brazil Yellow Bourbon Dona Nenem,99.99,73.1623,89.99,1.0
Kawa ziarnista RWANDA MURAHO! Filter & Juicy Splash,148.0,84.2323,103.6,1.0
Kawa ziarnista RWANDA MURAHO! Espresso & Chocolate Cherry,118.0,67.1523,82.6,1.0
Kawa ziarnista RWANDA MURAHO! Espresso & Crema,78.0,44.3923,54.6,1.0
Kawa ziarnista RWANDA MUHABURA HONEY ESPRESSO,148.0,84.2323,103.6,1.0
Kawa ziarnista RWANDA MUHABURA NATURAL ESPRESSO,148.0,84.2323,103.6,1.0
Kawa ziarnista Trip Coffee Etiopia,34.99,22.7623,27.99,0.25
Kawa ziarnista Compagnia Dell'Arabica Costa Rica Tarrazu,42.99,27.9623,34.39,0.25
Kawa ziarnista Compagnia Dell'Arabica El Salvador SHG,37.99,24.7123,30.39,0.25
Kawa ziarnista Compagnia Dell'Arabica India Monsooned Malabar,39.99,26.0123,31.99,0.25
Kawa ziarnista MK Cafe Fresh Intenso,59.99,40.6423,49.99,1.0
Kawa ziarnista Compagnia Dell'Arabica Brasil Santos,33.99,22.1123,27.19,0.25
Kawa ziarnista Compagnia Dell'Arabica Kenya Washed,39.99,26.0123,31.99,0.25
Kawa ziarnista Compagnia Dell'Arabica Colombia Medellin,39.99,26.0123,31.99,0.25
Kawa ziarnista Compagnia Dell'Arabica Sumatra Organic And Fairtrade 100% Arabica,49.99,32.5123,39.99,0.25
Kawa ziarnista Świeżo Palona Poznańska Budowlanka,34.5,22.4423,27.6,0.25
Kawa ziarnista Caffe Grano Parzucha Luksusowa Espresso,35.0,24.1923,29.75,0.25
Kawa ziarnista HAYB Kolumbia San Sebastian ESPRESSO,41.0,24.0023,29.52,0.25
Kawa ziarnista HAYB Kolumbia San Sebastian ESPRESSO,145.0,84.8823,104.4,1.0
Kawa ziarnista Roastains Brazylijska Kawka Antyinflacyjna ESPRESSO,38.0,21.6323,26.6,0.25
Kawa ziarnista Roastains Brazylijska Kawka Antyinflacyjna,118.0,67.1523,82.6,1.0
Kawa ziarnista YoCo Coffee Kenya KEGWA Espresso,59.0,35.9823,44.25,0.25
Kawa w saszetkach ESE bezkofeinowa Lucaffe Decaffeinato - 25 sztuk,29.99,20.7223,25.49,
Kawa ziarnista Trip Coffee Nikaragua,99.99,65.0323,79.99,1.0
Kawa ziarnista Trip Coffee Etiopia,119.99,78.0423,95.99,1.0
Kapsułki Nescafé Dolce Gusto Grande New York 18 sztuk,29.99,18.6923,22.99,
Kawa ziarnista Wysocki Coffee Midday Chill,129.99,79.2623,97.49,1.0
Kapsułki Tassimo Coffee Shop Selections Chai Latte 8 szt.,24.99,18.2823,22.49,
ZESTAW - Kawa ziarnista HAYB Konesso Filter Blend  + Młynek do kawy Timemore C3S PRO - Czarny,300.0,175.6123,216.0,0.25
ZESTAW - HAYB Konesso Filter Blend  + Timemore C3 ESP PRO - Czarny,367.19,244.7823,301.08,0.25
ZESTAW - HAYB Konesso Filter Blend  + Waga Timemore Basic Plus - Biała,303.19,244.7823,301.08,0.25
Kawa ziarnista Barshaker Neapolitan Dream Blend,39.99,26.0123,31.99,0.25
Kawa ziarnista Hard Beans Gwatemala San Martin Jilotepeque ESPRESSO,159.0,109.8823,135.15,1.0
Kawa ziarnista Hard Beans Gwatemala San Martin Jilotepeque ESPRESSO,42.5,29.3723,36.13,0.25
Kawa ziarnista Etno Cafe Kawa Z Miłości,32.0,20.8123,25.6,0.25
Hard Beans Nitro Tonic Cold Brew 200ml,13.0,8.9823,11.05,
Kawa ziarnista Salvatti Virunga Jasno Palona,42.0,25.6123,31.5,0.25
Kawa ziarnista YoCo Coffee Colombia Cofinet ESPRESSO,59.0,35.9823,44.25,0.25
Kawa ziarnista Mott Coffee Forro,99.99,65.0323,79.99,1.0
Kawa ziarnista Bracia Ziółkowscy Brazylia Cerrado,29.0,16.5023,20.3,0.25
Kawa ziarnista Bracia Ziółkowscy Brazylia Cerrado,101.0,57.4823,70.7,1.0
Kawa ziarnista Bracia Ziółkowscy Włoskie Espresso,28.0,15.9323,19.6,0.25
Kawa ziarnista Bracia Ziółkowscy Włoskie Espresso,99.0,56.3423,69.3,1.0
Kawa ziarnista Bracia Ziółkowscy Etiopia Szybki Przelew,46.0,26.1823,32.2,0.25
Kawa ziarnista KawePale Pretty Little Secret,111.99,68.2823,83.99,1.0
Kawa ziarnista COFFEE PLANT FLOW Cold Brew,129.0,73.4123,90.3,0.8
ZESTAW - Kawa ziarnista HAYB Konesso Milk Blend  + Kawa ziarnista HAYB Konesso Espresso Blend,56.24,42.5723,52.36,0.25
Kawa ziarnista Salvatti Virunga,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Muhazi Jasno Palona,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Muhazi,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Kizi Rift Jasno Palona,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Kizi Rift,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Kivu Lake Jasno Palona,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Kivu Lake,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Karambi,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Gisuma Jasno Palona,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Gisuma,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Gashonga Jasno Palona,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Gashonga,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Cyondo,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Cyahinda,42.0,25.6123,31.5,0.25
Kawa ziarnista Salvatti Akagera,42.0,25.6123,31.5,0.25
Kawa ziarnista illy Arabica Selection India,34.99,24.3823,29.99,0.25
Kawa mielona Caffè Corsini Arabica,35.99,23.4123,28.79,0.25
Kawa mielona Caffè Corsini Decaf,32.99,21.4623,26.39,0.25
Kawa mielona Caffè Corsini Aroma,26.99,17.5523,21.59,0.25
Kawa mielona Caffè Corsini Espresso,22.99,14.9523,18.39,0.25
Kawa mielona Caffè Corsini Arabica puszka,39.99,26.0123,31.99,0.25
Kawa ziarnista Caffè Corsini Arabica,39.99,26.0123,31.99,0.25
Kawa ziarnista Caffè Corsini Arabica,67.99,44.2223,54.39,0.5
Kawa ziarnista Caffè Corsini Decaf Bezkofeinowa,62.99,40.9723,50.39,0.5
Kawa ziarnista Caffè Corsini Espresso,55.99,36.4123,44.79,0.5
Kawa ziarnista Caffè Corsini Arabica,129.99,84.5423,103.99,1.0
Kawa ziarnista Caffè Corsini Crema,114.99,74.7923,91.99,1.0
Kawa ziarnista Caffè Corsini Espresso,99.99,65.0323,79.99,1.0
Kawa ziarnista Świeżo Palona Poranne Przelewki Guatemala Familia Jimenez Buena Vista,45.9,29.8523,36.72,0.25
Kawa ziarnista Barshaker Ethiopia Halo Beriti OMNIROAST,199.99,130.0723,159.99,1.0
Kawa ziarnista Barshaker Ethiopia Halo Beriti/Sidamo Bombe OMNIROAST,59.99,39.0223,47.99,0.25
Kawa ziarnista Barshaker Kenya Gatina AB OMNIROAST,199.99,130.0723,159.99,1.0
Kawa ziarnista Barshaker Guatemala Jacinto Ojo OMNIROAST,249.99,162.5923,199.99,1.0
Kawa ziarnista Barshaker Guatemala Jacinto Ojo OMNIROAST,64.99,42.2723,51.99,0.25
Kawa ziarnista Barshaker Ethiopia Chelbessa OMNIROAST,189.99,123.5723,151.99,1.0
Kawa ziarnista Barshaker Ethiopia Chelbessa OMNIROAST,54.99,35.7623,43.99,0.25
Kawa ziarnista Barshaker El Salvador El Limo/La Providencia OMNIROAST,54.99,35.7623,43.99,0.2
Kawa ziarnista Barshaker Colombia Asobombo OMNIROAST,179.99,117.0723,143.99,1.0
Kawa ziarnista Barshaker Colombia Asobombo OMNIROAST,54.99,35.7623,43.99,0.25
Kawa ziarnista Barshaker Neapolitan Dream Blend,159.99,104.0623,127.99,1.0
Kawa ziarnista Barshaker Honduras Finca Las Palmas OMNIROAST,139.99,91.0523,111.99,1.0
Kawa ziarnista Barshaker Honduras Finca Las Palmas OMNIROAST,39.99,26.0123,31.99,0.25
Kawa ziarnista Barshaker Mexico Swiss Water Decaf ESPRESSO  - bezkofeinowa,189.99,123.5723,151.99,1.0
Kawa ziarnista Barshaker Mexico Swiss Water Decaf ESPRESSO  - bezkofeinowa,57.99,37.7223,46.39,0.25
Kawa ziarnista Barshaker Rwanda Kabyiniro FILTR,134.99,87.8023,107.99,1.0
ZESTAW - kapsułki STARBUCKS® Nespresso Smooth Caramel 3x10 szt.,69.98,48.2723,59.37,
ZESTAW - Kapsułki do Nespresso STARBUCKS® Creamy Vanilla  3x10 szt,69.98,48.2723,59.37,
Hard Beans Nitro Vegan Caramel Latte 200 ml,16.0,11.0623,13.6,
Kawa ziarnista Lavazza Qualita Oro Gran Riserva,113.99,78.7723,96.89,1.0
ZESTAW - COFFEE PLANT FLOW Juicy Fruit  + Waga Timemore Basic Plus - Biała,312.8,246.1123,302.72,0.25
Kawa ziarnista Barshaker Kostaryka Palmichal ESPRESSO,169.99,124.3823,152.99,1.0
Kawa ziarnista Barshaker Kostaryka Palmichal ESPRESSO,54.99,35.7623,43.99,0.25
Kawa ziarnista Barshaker Brazylia Mantiquiera ESPRESSO,139.99,91.0523,111.99,1.0
Kawa ziarnista YoCo Coffee Colombia Cofinet FILTR,59.0,35.9823,44.25,0.25
Kawa ziarnista YoCo Coffee El Salvador Helvetia FILTR,62.0,37.8023,46.5,0.25
ZESTAW - Kapsułki Nescafé Dolce Gusto Grande 6x16 sztuk,154.98,102.3923,125.94,
Kawa ziarnista Kafejeto Palarnia Brazylia Monte Carmelo ESPRESSO,105.0,59.7623,73.5,1.0
ZESTAW - MIX Kapsułki Nescafé Dolce Gusto 6x16 sztuk,154.98,102.3923,125.94,
Kapsułki Nescafé Dolce Gusto STARBUCKS® White Mocha 12 sztuk,29.99,19.5023,23.99,
Kawa ziarnista MK Cafe Select,74.99,40.6423,49.99,1.0
Kawa mielona Bristot Classico,13.99,9.1023,11.19,0.25
Kawa ziarnista Kafejeto Palarnia Bezkofeinowa Brazylia ESPRESSO,40.0,22.7623,28.0,0.25
Kawa ziarnista Kafejeto Palarnia Szypszyna ESPRESSO,35.0,19.9223,24.5,0.25
Kawa ziarnista Kafejeto Palarnia Brazylia Monte Carmelo FILTR,35.0,19.9223,24.5,0.25
Kawa ziarnista Hausbrandt Gourmet Columbus 100% Arabica,139.99,96.7423,118.99,1.0
Kawa mielona Costa Coffee Signature Blend Dark Roast,49.99,26.0123,31.99,0.5
Kawa mielona Costa Coffee Signature Blend  Medium Roast,49.99,26.0123,31.99,0.5
Kawa mielona Costa CoffeeThe Bright Blend,55.9,28.3723,34.9,0.5
ZESTAW - Kawa ziarnista Bazzara Dodicigrancru  + Timemore C3 ESP,322.14,234.8223,288.83,0.25
Kawa ziarnista Mott Coffee Gato,79.99,52.0223,63.99,1.0
ZESTAW - Kapsułki Nescafé Dolce Gusto Cappuccino 6x16 sztuk,154.98,102.3923,125.94,
ZESTAW - Kapsułki Nescafé Dolce Gusto Flat White 6x16 sztuk,154.98,102.3923,125.94,
ZESTAW - Kapsułki Nescafé Dolce Gusto Ristretto Barista 6x16 sztuk,154.98,102.3923,125.94,
ZESTAW - Kapsułki Nescafé Dolce Gusto Espresso Intenso 6x16 sztuk,154.98,102.3923,125.94,
ZESTAW - Kapsułki Nescafé Dolce Gusto Espresso 6x16 sztuk,154.98,102.3923,125.94,
ZESTAW - Kapsułki Nescafé Dolce Gusto Americano 6x16 sztuk,154.98,102.3923,125.94,
ZESTAW - Kapsułki Nescafé Dolce Gusto Grande Intenso 6x16 sztuk,154.98,102.3923,125.94,
Kawa ziarnista Kafejeto Palarnia Szypszyna ESPRESSO,105.0,59.7623,73.5,1.0
Kawa ziarnista Kafejeto Palarnia Brazylia Monte Carmelo ESPRESSO,35.0,19.9223,24.5,0.25
ZESTAW - Kapsułki Nescafé Dolce Gusto Lungo  6x16 sztuk,154.98,102.3923,125.94,
Kawa ziarnista Harvest Espresso Blend,89.0,61.5023,75.65,1.0
Kawa ziarnista Harvest Automat Blend,89.0,61.5023,75.65,1.0
Kawa w saszetkach Bazzara Dodicigrancru ESE 50 sztuk,129.99,87.7223,107.89,
Kapsułki Bazzara Dodicigrancru do Nespresso 10 sztuk,27.99,18.8923,23.23,
Kapsułki Bazzara Dodicigrancru do Nespresso 100 sztuk,249.0,168.0223,206.67,
Kawa ziarnista Java Kawowy Oblend Filtr,44.5,30.0323,36.94,0.25
Kawa Ziarnista MRC. DeCaf  - bezkofeinowa,40.0,24.3923,30.0,0.25
Kapsułki do Nespresso* Lavazza Qualita Oro - 3x10 sztuk,47.01,36.5423,44.94,
Kawa ziarnista Bracia Ziółkowscy Brazylia Szybki Przelew,35.0,19.9223,24.5,0.25
ZESTAW - COFFEE PLANT FLOW Very Berry  + HAYB Konesso Filter Blend,64.39,45.8623,56.41,0.25
ZESTAW- Kapsułki Nespresso Starbucks® Single Origin Guatemala 3x10szt,69.98,48.2723,59.37,
Kawa ziarnista Java Decaf Kolumbia Cauca ESPRESSO  - bezkofeinowa,47.0,31.7223,39.01,0.25
Kawa ziarnista Ingagi Coffee Brazil Sitio Das Colinas Mirabilis,54.0,30.7323,37.8,0.25
Kawa ziarnista Ingagi Coffee Przelewam Kwiatki,44.0,25.0423,30.8,0.25
Kawa ziarnista Ingagi Coffee Przelewam Owoce,48.0,27.3223,33.6,0.25
Kawa ziarnista Roastains Brazylia Milky Cloud ESPRESSO,148.0,84.2323,103.6,1.0
Kawa ziarnista Roastains Brazylia Milky Cloud ESPRESSO,45.0,25.6123,31.5,0.25
Kapsułki Nescafé Dolce Gusto Espresso Roma 16 sztuk,29.99,21.1323,25.99,
Kapsułki Nescafé Dolce Gusto Espresso Milano 16 sztuk,29.99,18.6923,22.99,
Kapsułki Nescafé Dolce Gusto Espresso Palermo 16 sztuk,29.99,18.6923,22.99,
Kawa ziarnista Roastains Indonezja Rainmaker FILTR,61.0,34.7223,42.7,0.25
Momento Cascara Rwanda Muhabura,39.0,22.2023,27.3,0.15
Kawa ziarnista Ingagi Coffee Chocolate Pride Espresso,126.0,71.7123,88.2,1.0
Kawa ziarnista Ingagi Coffee Colombia Supremo,126.0,71.7123,88.2,1.0
Kawa ziarnista Ingagi Coffee Espresso No 1,120.0,68.2923,84.0,1.0
Kawa ziarnista Ingagi Coffee Gold Jungle Blend,133.0,75.6923,93.1,1.0
Kawa ziarnista Ingagi Coffee Latte Master Blend,134.0,76.2623,93.8,1.0
Kawa ziarnista Mott Coffee Forro,29.99,19.5023,23.99,0.25
Kawa ziarnista Craft POP-UP Espresso,189.0,115.2423,141.75,1.0
Kawa ziarnista Craft POP-UP Espresso,55.0,33.5423,41.25,0.25
Kapsułki do Nespresso Jacobs Espresso 10 Intenso 20 szt.,26.99,19.7523,24.29,
Kapsułki Tassimo Jacobs Cafe Au Lait 16 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Jacobs Cappuccino Classico 8 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Jacobs Caffe Crema Classico 16 szt.,24.99,18.2823,22.49,
Kawa ziarnista L'OR Espresso Forza,59.99,43.8923,53.99,0.5
Kawa ziarnista Java Kostaryka Los Santos SUMMER ESPRESSO,60.0,40.4923,49.8,0.25
Kawa ziarnista HAYB Kolumbia El Rubi,83.0,48.5923,59.76,0.2
Kawa ziarnista HAYB Peru Efrain Geisha,94.0,55.0223,67.68,0.2
Kawa ziarnista HAYB Rwanda Mahembe,75.0,43.9023,54.0,0.25
Kawa ziarnista Wysocki Coffee Kenia Ndaroini AA TOP 7x,42.99,26.2123,32.24,0.018
Kawa ziarnista Wysocki Coffee Brazylia Guima Cafe 7x,39.99,24.3823,29.99,0.018
Kawa ziarnista Wysocki Coffee Etiopia Sidamo Bensa Kokosa 7x,42.99,26.2123,32.24,0.018
Kawa ziarnista Wysocki Coffee Oakey-Dokey Barrel Aged,45.0,27.4423,33.75,0.25
Kawa ziarnista Wysocki Coffee Oakey-Dokey Barrel Aged,119.99,73.1623,89.99,1.0
Kawa ziarnista Wysocki Coffee Under Control,47.99,29.2623,35.99,0.25
Kawa ziarnista Wysocki Coffee Under Control,129.99,79.2623,97.49,1.0
Kawa ziarnista Wysocki Coffee Sunshine Por Favor,45.0,27.4423,33.75,0.25
Kawa ziarnista Wysocki Coffee Sunshine Por Favor,119.99,73.1623,89.99,1.0
Kawa ziarnista Coffee Plant Kenia Kegwa,55.0,31.3023,38.5,0.25
Kawa ziarnista COFFEE PLANT Kolumbia Terra Verde,59.0,33.5823,41.3,0.25
Kawa ziarnista COFFEE PLANT Kenia Kariru,64.0,36.4223,44.8,0.25
Kawa ziarnista Caffe Grano Peru Guevara Armijos,45.0,31.1023,38.25,0.25
Kawa ziarnista Caffe Grano Gwatemala Gumercinda Sarvelia Gomez,45.0,31.1023,38.25,0.25
Kawa ziarnista Story Colombian Queen Finca Las Flores,79.0,48.1723,59.25,0.25
Kawa ziarnista Java Etiopia Nensebo,65.0,43.8623,53.95,0.25
Kawa ziarnista Java El Salvador Espana,75.0,50.6123,62.25,0.25
Kapsułki Tassimo Morning Cafe 16 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo L'OR Espresso Delizioso 16 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo L'OR Cafe Long Intense 16 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Jacobs Espresso Classico 16 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Coffee Shop Selections Toffee Nut Latte 8 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Jacobs Caffe Crema Intenso XL 16 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Jacobs Latte Macchiato Caramel 8 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Milka 8 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Jacobs Caffe Crema Classico XL 16 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Jacobs Latte Macchiato Classico 8 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Morning Cafe Strong & Intense XL 21 szt.,24.99,18.2823,22.49,
Kapsułki Tassimo Morning Cafe Mild & Smooth XL 21 szt.,24.99,18.2823,22.49,
Kawa ziarnista Paloma Etiopia Shonora,45.0,24.5123,30.15,0.25
Kawa ziarnista Hausbrandt H.Hausbrandt,119.99,82.9223,101.99,1.0
Kawa ziarnista Wysocki Coffee Sunny Blend,84.99,51.8223,63.74,1.0
Zestaw startowy kaw ziarnistych Wysocki Coffee 4x,119.0,72.5623,89.25,0.25
"Kawa ziarnista COFFEE PLANT Blend nr 3 ""a’MORE MORE""",99.0,56.3423,69.3,1.0
Kawa ziarnista Italcaffe Espresso Italiano Elite Bar 100% Arabica,32.99,21.4623,26.39,0.25
ZESTAW - Kawiarka Bialetti Moka Express 6TZ + Kawa mielona Bialetti Perfetto Moka Classico,189.99,101.6223,124.99,0.25
Kawa ziarnista Lucaffe Mr. Exclusive,84.99,58.7323,72.24,0.5
Kawa w saszetkach ESE Lucaffe 100% Arabica - 22 szt.,34.99,24.1823,29.74,
Kawa w saszetkach ESE Lucaffe Pulcinella - 24 sztuk,34.99,24.1823,29.74,
Kawa ziarnista Supracafe Ecuatorial 100% Arabica,115.0,79.4723,97.75,1.0
Kawa ziarnista Supracafe Caribe 100% Arabica,120.0,82.9323,102.0,1.0
Kawa ziarnista Hardy Zanzibar,120.0,82.9323,102.0,1.0
Kawa ziarnista Hardy Universo,79.0,54.5923,67.15,1.0
Kawa ziarnista Hardy Peru 100% Arabica BIO Single Origin,120.0,82.9323,102.0,1.0
Kawa ziarnista Roastains Gwatemala Mi Loco ESPRESSO,58.0,33.0123,40.6,0.25
Kawa ziarnista Roastains Indonezja Rainmaker ESPRESSO,61.0,34.7223,42.7,0.25
Roastains Kostaryka Cascara,54.0,30.7323,37.8,0.25
Roastains Colombia Cascara,64.0,36.4223,44.8,0.25
Kawa ziarnista Roastains Gwatemala Mi Loco ESPRESSO,186.0,105.8523,130.2,1.0
Kawa ziarnista Roastains Mexico Golden Dates FILTR,48.0,27.3223,33.6,0.25
Kawa ziarnista Roastains Indonezja Rainmaker ESPRESSO,198.0,112.6823,138.6,1.0
Kawa ziarnista Świeżo Palona Poznańska Budowlanka,109.0,70.8923,87.2,1.0
Kawa ziarnista Świeżo Palona Classico Italiano,34.5,22.4423,27.6,0.25
Kawa ziarnista Świeżo Palona Classico Italiano,109.0,70.8923,87.2,1.0
Kawa ziarnista Świeżo Palona Colombia Supremo Don Pablo Quindio Washed,129.0,83.9023,103.2,1.0
Kawa ziarnista Paloma El Salvador Lyquidambar,60.0,32.6823,40.2,0.25
Kawa mielona Bialetti Perfetto Moka Vanilia,30.9,20.2423,24.9,0.25
Kawa mielona Bialetti Perfetto Moka Intenso,23.9,16.1323,19.84,0.25
Kawa mielona Bialetti Perfetto Moka Cioccolato,31.99,18.2023,22.39,0.25
Kawa mielona Bialetti Perfetto Moka Nocciola,31.9,18.6923,22.99,0.25
Kawa mielona Bialetti Perfetto Moka Classico,23.9,15.4423,18.99,0.25
Kawa mielona Bialetti Perfetto Moka Delicato,23.9,14.6323,17.99,0.25
Kawa ziarnista Tom Caffe Black Label,115.0,74.8023,92.0,1.0
Kawa ziarnista Tom Caffe Black Label,32.5,21.1423,26.0,0.25
Kawa ziarnista Tom Caffe Red Label,33.5,21.7923,26.8,0.25
Kawa ziarnista Tom Caffe Green Label,33.5,21.7923,26.8,0.25
Kawa ziarnista Tom Caffe Green Label,120.0,78.0523,96.0,1.0
Kawa ziarnista Tom Caffe Red Label,120.0,78.0523,96.0,1.0
Kawa ziarnista Tom Caffe Yellow Label,140.0,91.0623,112.0,1.0
Kawa ziarnista Tom Caffe Yellow Label,38.5,25.0423,30.8,0.25
Kawa ziarnista Lavazza Tierra Colombia 100% Arabica,122.99,84.9923,104.54,1.0
Kawa ziarnista Lavazza Gold Selection,111.99,77.3923,95.19,1.0
Kawa ziarnista Java Tanzania PB Mwankumbi ESPRESSO,44.0,29.6923,36.52,0.25
Kawa mielona HARVEST Wykapana kawa,28.0,19.3523,23.8,0.25
Kawa mielona HARVEST Kawa do szolki,28.0,19.3523,23.8,0.25
Kawa ziarnista HARVEST HOME BARISTA – ARABIKA 100%,49.0,33.8623,41.65,0.5
Kawa ziarnista HARVEST HOME BARISTA 70/30,49.0,33.8623,41.65,0.5
Kawa mielona HARVEST Kawa do kawiarki,28.0,19.3523,23.8,0.25
HAYB Zestaw Sie Przelewa 4x,169.0,98.9323,121.68,0.25
Hard Beans Nitro Cold Brew Special 200 ml,14.0,9.6723,11.9,
Hard Beans Nitro Cold Brew Classic 200 ml,10.99,7.5923,9.34,
Hard Beans Nitro Flat White Sweet 200 ml,12.99,8.9823,11.04,
Kawa ziarnista Ingagi Coffee Premium Espresso Arabica Blend,31.0,17.6423,21.7,0.25
Kawa ziarnista Ingagi Coffee Honduras,35.0,19.9223,24.5,0.25
Kawa ziarnista Ingagi Coffee Colombia Excelso Hacienda La Claudina,55.0,31.3023,38.5,0.25
Kawa ziarnista Ingagi Coffee Diamond Espresso Arabica Blend,31.0,17.6423,21.7,0.25
Kawa ziarnista Ingagi Coffee Gorilla Power Bean,31.0,17.6423,21.7,0.25
Kawa ziarnista Ingagi Coffee India Plantation AA Bababudang,30.0,17.0723,21.0,0.25
Kawa ziarnista Ingagi Coffee Latte Master Blend,34.0,19.3523,23.8,0.25
Kawa ziarnista Ingagi Coffee Espresso No 1,30.0,17.0723,21.0,0.25
Kawa ziarnista Ingagi Coffee Gold Jungle Blend,34.0,19.3523,23.8,0.25
Kawa ziarnista Ingagi Coffee Chocolate Pride Espresso,31.0,17.6423,21.7,0.25
Kawa ziarnista Ingagi Coffee Colombia Supremo,34.0,19.3523,23.8,0.25
Kawa ziarnista Ingagi Coffee Costa Rica Tarrazu,37.0,21.0623,25.9,0.25
Kawa ziarnista Ingagi Coffee Brazil Sítio Das Colinas Anaerobic 96h,50.0,28.4623,35.0,0.25
Kawa ziarnista Caffe Grano Specialty Espresso Blend,39.0,26.9523,33.15,0.25
Kawa ziarnista HAYB DARK Guatemala Huehuetenango,38.0,22.2423,27.36,0.25
Kawa ziarnista Hausbrandt Qualita Rossa,99.99,69.1023,84.99,1.0
Kawa ziarnista Hausbrandt Superbar,119.99,82.9223,101.99,1.0
Kawa ziarnista Hausbrandt Trieste,109.99,76.0123,93.49,1.0
Kawa mielona Costa Coffee Crema Blend,21.99,13.8123,16.99,0.2
Kawa mielona Costa Coffee Crema Blend,39.99,22.7623,27.99,0.5
Kawa ziarnista Costa Coffee Crema Blend,74.99,48.7723,59.99,1.0
Kawa ziarnista Tchibo Exclusive Original,54.99,39.0223,47.99,1.0
Zestaw kaw ziarnistych Caffe Grano Santos 2x,49.98,34.5423,42.48,0.25
Kawa ziarnista Bristot Espresso,34.99,22.7623,27.99,0.5
Kawa ziarnista COFFEE PLANT FLOW Mellow  - bezkofeinowa,45.0,25.6123,31.5,0.25
Kawa ziarnista COFFEE PLANT FLOW Mellow  - bezkofeinowa,135.0,76.8323,94.5,0.8
Kawa ziarnista COFFEE PLANT FLOW Very Berry,44.0,25.0423,30.8,0.25
Kawa ziarnista COFFEE PLANT FLOW Very Berry,129.0,73.4123,90.3,0.8
Kawa ziarnista Caffe Grano Kolumbia Supremo Swiss Water DECAFF,48.0,33.1723,40.8,0.25
Kawa ziarnista Paloma Gwatemala Tata Nahual,45.0,24.5123,30.15,0.25
Kawa ziarnista Paloma OMNI BEST TIME vol.2,49.0,26.6923,32.83,0.25
Kawa ziarnista HAYB Sie Przelewa Tropik,49.0,28.6823,35.28,0.25
Paloma Cascara Panama Geisha Anaerobic,50.0,27.2423,33.5,0.2
Kawa ziarnista La Paloma Blend,43.0,23.4223,28.81,0.25
Kawa ziarnista Italcaffe Monorigine Tanzania,29.99,19.5023,23.99,0.25
Kawa ziarnista Italcaffe Monorigine Costarica,36.99,24.0623,29.59,0.25
Kawa mielona Italcaffe Espresso Italiano Espresso Casa,19.99,13.0023,15.99,0.25
Kawa mielona Italcaffe Espresso Italiano 100% Arabica,24.99,16.2523,19.99,0.25
Kawa ziarnista Italcaffe Monorigine Brasile,29.99,19.5023,23.99,0.25
Kawa ziarnista Italcaffe Espresso Italiano Elite Bar 100% Arabica,119.99,78.0423,95.99,1.0
Kawa mielona Italcaffe Espresso Italiano Classico,17.99,11.7023,14.39,0.25
Kawa mielona Italcaffe Espresso Italiano Crema Oro,19.99,13.0023,15.99,0.25
Kawa ziarnista Italcaffe Espresso Italiano Dolce Crema,77.99,50.7223,62.39,1.0
Kawa ziarnista Italcaffe Espresso Italiano Gusto e Aroma,79.99,52.0223,63.99,1.0
